id,query,cleaned_chapters,duration_info
fmuJ4SDFIjo,Can regular household activities coupled with stretching help alleviate fibromyalgia symptoms?,"['Everyday Activities', 'Stretching']","{""Intro"": {""start_time"": 0, ""end_time"": 57, ""duration"": 57}, ""1. Tai Chi"": {""start_time"": 57, ""end_time"": 111, ""duration"": 54}, ""2. Yoga"": {""start_time"": 111, ""end_time"": 142, ""duration"": 31}, ""3. Chest Press"": {""start_time"": 142, ""end_time"": 208, ""duration"": 66}, ""4. Everyday Activities"": {""start_time"": 208, ""end_time"": 252, ""duration"": 44}, ""5. Acupuncture"": {""start_time"": 252, ""end_time"": 293, ""duration"": 41}, ""6. Massages"": {""start_time"": 293, ""end_time"": 330, ""duration"": 37}, ""7. Weight Lifting"": {""start_time"": 330, ""end_time"": 369, ""duration"": 39}, ""8. Warm Water Therapy"": {""start_time"": 369, ""end_time"": 418, ""duration"": 49}, ""9. Stretching"": {""start_time"": 418, ""end_time"": 477, ""duration"": 59}}"
fKVdeKfemnA,"What are the similarities in price trends between Ethereum and Pulse Chain, and how might future updates affect them?","['ETHEREUM ANALYTICS', 'PULSE CHAIN UPDATES']","{""INTRO"": {""start_time"": 15, ""end_time"": 38, ""duration"": 23}, ""SUBSCRIBERS S/O"": {""start_time"": 38, ""end_time"": 66, ""duration"": 28}, ""BITCOIN ANALYTICS"": {""start_time"": 66, ""end_time"": 189, ""duration"": 123}, ""ETHEREUM ANALYTICS"": {""start_time"": 189, ""end_time"": 285, ""duration"": 96}, ""HEX ANALYTICS"": {""start_time"": 285, ""end_time"": 440, ""duration"": 155}, ""PULSE CHAIN UPDATES"": {""start_time"": 440, ""end_time"": 525, ""duration"": 85}}"
K4aZ2P1KQDY,How did the ancient rock cutting techniques contribute to the creation of Kailasa Temple at Ellora?,"['Ancient Rock Cutting Technique', 'Kailasa Temple, Ellora']","{""Ancient Rock Cutting Technique"": {""start_time"": 0, ""end_time"": 84, ""duration"": 84}, ""A Perfect Cut"": {""start_time"": 84, ""end_time"": 110, ""duration"": 26}, ""Rectangular Patterns"": {""start_time"": 110, ""end_time"": 147, ""duration"": 37}, ""Carving of Figures"": {""start_time"": 147, ""end_time"": 170, ""duration"": 23}, ""Kailasa Temple, Ellora"": {""start_time"": 170, ""end_time"": 194, ""duration"": 24}, ""Mahabalipuram"": {""start_time"": 194, ""end_time"": 200, ""duration"": 6}, ""Conclusion"": {""start_time"": 200, ""end_time"": 223, ""duration"": 23}}"
832efeFe3Zs,: How does one progress from basic movements on flat ramps to performing snaps on quarter pipes?,"['2. movement break down', '9. WHAT NEXT? SNAP ON THE QUARTER PIPE']","{""1. intro explanation"": {""start_time"": 33, ""end_time"": 43, ""duration"": 10}, ""2. movement break down"": {""start_time"": 43, ""end_time"": 86, ""duration"": 43}, ""3. in depth explanation  (oh and don't forget to kick the tail as hard as you can"": {""start_time"": 86, ""end_time"": 113, ""duration"": 27}, ""4. slow motion video explanation"": {""start_time"": 113, ""end_time"": 130, ""duration"": 17}, ""5. step by step guide for FIRST TIMERS"": {""start_time"": 130, ""end_time"": 178, ""duration"": 48}, ""6. tips"": {""start_time"": 178, ""end_time"": 193, ""duration"": 15}, ""7. points to remember"": {""start_time"": 193, ""end_time"": 230, ""duration"": 37}, ""8. snap in slo mo"": {""start_time"": 230, ""end_time"": 261, ""duration"": 31}, ""9. WHAT NEXT?  SNAP ON THE QUARTER PIPE"": {""start_time"": 261, ""end_time"": 300, ""duration"": 39}}"
jLghN5QTnkw,What is the contrast between regretful sentiments in 'Too Little Too Late' and hopeful aspirations in 'One Day We'll Have Our Day'?,"['Too Little Too Late', ""One Day We'll Have Our Day""]","{""Intro"": {""start_time"": 0, ""end_time"": 50, ""duration"": 50}, ""Intro Song"": {""start_time"": 50, ""end_time"": 55, ""duration"": 5}, ""End Credits"": {""start_time"": 55, ""end_time"": 68, ""duration"": 13}, ""The Ballad of Star Butterfly"": {""start_time"": 68, ""end_time"": 80, ""duration"": 12}, ""Waiting for Me"": {""start_time"": 80, ""end_time"": 89, ""duration"": 9}, ""Too Little Too Late"": {""start_time"": 89, ""end_time"": 99, ""duration"": 10}, ""Just Friends"": {""start_time"": 99, ""end_time"": 115, ""duration"": 16}, ""Butterfly Pie Lullaby"": {""start_time"": 115, ""end_time"": 124, ""duration"": 9}, ""One Day We'll Have Our Day"": {""start_time"": 124, ""end_time"": 132, ""duration"": 8}, ""This is Me"": {""start_time"": 132, ""end_time"": 148, ""duration"": 16}, ""Some Kind of Magic"": {""start_time"": 148, ""end_time"": 160, ""duration"": 12}, ""Awesome Feeling"": {""start_time"": 160, ""end_time"": 171, ""duration"": 11}, ""The Ballad of Star Butterfly (Part 2"": {""start_time"": 171, ""end_time"": 183, ""duration"": 12}, ""I Don't Wanna Know"": {""start_time"": 183, ""end_time"": 198, ""duration"": 15}, ""Shining Star"": {""start_time"": 198, ""end_time"": 213, ""duration"": 15}, ""Outro & Bloopers"": {""start_time"": 213, ""end_time"": 354, ""duration"": 141}}"
bu79P3H1PCw,"After installing IntelliJ, how can I set up Visual Studio for UI development?","['Downloading Intellij', 'VS Code']","{""Intro"": {""start_time"": 0.0, ""end_time"": 44.0, ""duration"": 44.0}, ""Downloading Intellij"": {""start_time"": 44.0, ""end_time"": 58.0, ""duration"": 14.0}, ""Downloading VS Code"": {""start_time"": 58.0, ""end_time"": 72.0, ""duration"": 14.0}, ""Installing VS Code"": {""start_time"": 72.0, ""end_time"": 152.0, ""duration"": 80.0}, ""Intellij"": {""start_time"": 152.0, ""end_time"": 203.0, ""duration"": 51.0}, ""VS Code"": {""start_time"": 203.0, ""end_time"": 290, ""duration"": 87.0}}"
gUNx-zxAetA,How can I use a random word generator to inspire creativity for my projects?,"['Introduction', 'How To Use A Random Word Generator']","{""Channel Intro"": {""start_time"": 0.0, ""end_time"": 6.0, ""duration"": 6.0}, ""Introduction"": {""start_time"": 6.0, ""end_time"": 22.0, ""duration"": 16.0}, ""What Is A Random Word Generator"": {""start_time"": 22.0, ""end_time"": 39.0, ""duration"": 17.0}, ""How To Use A Random Word Generator"": {""start_time"": 39.0, ""end_time"": 129.0, ""duration"": 90.0}, ""End Screen"": {""start_time"": 129.0, ""end_time"": 146, ""duration"": 17.0}}"
0IgKqhbkasE,What is the process of completing the first row in crochet and how does it look by the fourth row?,"['Row 1', 'Row 4']","{""Intro"": {""start_time"": 0, ""end_time"": 38, ""duration"": 38}, ""Slipknot and foundation"": {""start_time"": 38, ""end_time"": 87, ""duration"": 49}, ""Row 1"": {""start_time"": 87, ""end_time"": 249, ""duration"": 162}, ""Row 2"": {""start_time"": 249, ""end_time"": 361, ""duration"": 112}, ""Row 3"": {""start_time"": 361, ""end_time"": 432, ""duration"": 71}, ""Row 4"": {""start_time"": 432, ""end_time"": 479, ""duration"": 47}}"
TofJ37frGIY,Why might someone choose to learn JavaScript over C# when starting out in programming?,"['1st recommendation - Javascript', '3rd recommendation - C#']","{""1st recommendation - Javascript"": {""start_time"": 20, ""end_time"": 70, ""duration"": 50}, ""2nd recommendation - Python"": {""start_time"": 70, ""end_time"": 105, ""duration"": 35}, ""3rd recommendation - C"": {""start_time"": 105, ""end_time"": 140, ""duration"": 35}, ""4th recommendation - Java"": {""start_time"": 140, ""end_time"": 190, ""duration"": 50}, ""Bonus recommendation - SQL"": {""start_time"": 190, ""end_time"": 228, ""duration"": 38}}"
nmrX76iGDFg,Why is it important for those responsible for tasks in a project to participate in stakeholder design reviews?,"['Invite stakeholders to your design reviews', 'Responsible']","{""Intro"": {""start_time"": 0, ""end_time"": 69, ""duration"": 69}, ""Invite stakeholders to your design reviews"": {""start_time"": 69, ""end_time"": 117, ""duration"": 48}, ""Use prototypes to communicate your ideas"": {""start_time"": 117, ""end_time"": 144, ""duration"": 27}, ""Thanks Framer for sponsoring"": {""start_time"": 144, ""end_time"": 196, ""duration"": 52}, ""Use the RACI model to clarify roles"": {""start_time"": 196, ""end_time"": 209, ""duration"": 13}, ""Responsible"": {""start_time"": 209, ""end_time"": 224, ""duration"": 15}, ""Accountable"": {""start_time"": 224, ""end_time"": 241, ""duration"": 17}, ""Consulted"": {""start_time"": 241, ""end_time"": 267, ""duration"": 26}, ""Informed"": {""start_time"": 267, ""end_time"": 315, ""duration"": 48}, ""Outro"": {""start_time"": 315, ""end_time"": 371, ""duration"": 56}}"
Yd75ADasBoo,What role did innovation play in shaping both Birmingham's cityscape and Cadbury World's success?,"['Birmingham, Wolverhampton & Warwickshire', 'Cadbury World']","{""Birmingham, Wolverhampton & Warwickshire"": {""start_time"": 0, ""end_time"": 66, ""duration"": 66}, ""Warwick Castle"": {""start_time"": 66, ""end_time"": 131, ""duration"": 65}, ""Thinktank Birmingham Science Museum"": {""start_time"": 131, ""end_time"": 149, ""duration"": 18}, ""Bullring"": {""start_time"": 149, ""end_time"": 166, ""duration"": 17}, ""Jewellery Quarter"": {""start_time"": 166, ""end_time"": 197, ""duration"": 31}, ""Museum of the Jewellery Quarter"": {""start_time"": 197, ""end_time"": 215, ""duration"": 18}, ""Digbeth"": {""start_time"": 215, ""end_time"": 236, ""duration"": 21}, ""Balti Triangle"": {""start_time"": 236, ""end_time"": 249, ""duration"": 13}, ""Cadbury World"": {""start_time"": 249, ""end_time"": 275, ""duration"": 26}, ""Birmingham Museum and Art Gallery"": {""start_time"": 275, ""end_time"": 292, ""duration"": 17}, ""Aston Hall"": {""start_time"": 292, ""end_time"": 323, ""duration"": 31}, ""Winterbourne House and Garden"": {""start_time"": 323, ""end_time"": 340, ""duration"": 17}, ""Library of Birmingham"": {""start_time"": 340, ""end_time"": 358, ""duration"": 18}, ""Sarehole Mill"": {""start_time"": 358, ""end_time"": 438, ""duration"": 80}}"
agN0SYp2AOw,"When testing different electrical devices, how can I interpret the readings from my multimeter?","['How to test the dryer element', 'Suggested video: How to check a faulty switch using a multimeter']","{""Introducing the video"": {""start_time"": 0, ""end_time"": 14, ""duration"": 14}, ""How to set the multimeter"": {""start_time"": 14, ""end_time"": 22, ""duration"": 8}, ""How to test the dryer element"": {""start_time"": 22, ""end_time"": 24, ""duration"": 2}, ""Suggested video: Plug in 13 Amp Socket Tester"": {""start_time"": 24, ""end_time"": 36, ""duration"": 12}, ""Suggested video: How to check a faulty switch using a multimeter"": {""start_time"": 36, ""end_time"": 49, ""duration"": 13}}"
zYCS44rDxKY,What is the correct way to remove contact lenses from an infant's eye and use the Clear Care system for disinfection?,"['Three: Contact lens removal', 'Five: Disinfecting with Clear Care system']","{""One: Introduction to Aphakia"": {""start_time"": 0, ""end_time"": 79, ""duration"": 79}, ""Two: Contact lens insertion"": {""start_time"": 79, ""end_time"": 181, ""duration"": 102}, ""Three: Contact lens removal"": {""start_time"": 181, ""end_time"": 242, ""duration"": 61}, ""Four: Disinfecting with Multipurpose solution"": {""start_time"": 242, ""end_time"": 286, ""duration"": 44}, ""Five: Disinfecting with Clear Care system"": {""start_time"": 286, ""end_time"": 341, ""duration"": 55}, ""Six: When and how to contact the clinic"": {""start_time"": 341, ""end_time"": 394, ""duration"": 53}, ""Seven: Contact lens handling tips"": {""start_time"": 394, ""end_time"": 444, ""duration"": 50}}"
7dxEIBV8d1o,What are some tips for applying self-tan mousse if I have an event later in the week?,"['HOW TO CONTOUR YOUR FACE WITH SELF TAN MOUSSE', 'AND CONTOUR ON YOUR CONTOUR LINES']","{""HOW TO CONTOUR YOUR FACE WITH SELF TAN MOUSSE"": {""start_time"": 24.0, ""end_time"": 96.0, ""duration"": 72.0}, ""APPLY BASE COAT WITH MOUSSE FIRST"": {""start_time"": 96.0, ""end_time"": 163.0, ""duration"": 67.0}, ""AND THEN BLOTCH IT ON THE SELF TAN MITT"": {""start_time"": 163.0, ""end_time"": 173.0, ""duration"": 10.0}, ""AND CONTOUR ON YOUR CONTOUR LINES"": {""start_time"": 173.0, ""end_time"": 235.0, ""duration"": 62.0}, ""BLEND, BLEND, BLEND AND USE A LITTLE BIT OF MOUSSE"": {""start_time"": 235.0, ""end_time"": 281, ""duration"": 46.0}}"
IsWgnU71OiY,Can you explain how floating GPIO pins affect the code for controlling an LED with a button on the Raspberry Pi Pico?,"['Floating GPIO', 'Code Walk Through']","{""Intro"": {""start_time"": 0, ""end_time"": 19, ""duration"": 19}, ""What is a button"": {""start_time"": 19, ""end_time"": 59, ""duration"": 40}, ""Circuit Build"": {""start_time"": 59, ""end_time"": 111, ""duration"": 52}, ""Pullup Resistor"": {""start_time"": 111, ""end_time"": 129, ""duration"": 18}, ""Floating GPIO"": {""start_time"": 129, ""end_time"": 148, ""duration"": 19}, ""Code Walk Through"": {""start_time"": 148, ""end_time"": 222, ""duration"": 74}, ""Internal Pullup Resistor"": {""start_time"": 222, ""end_time"": 258, ""duration"": 36}, ""Recap"": {""start_time"": 258, ""end_time"": 280, ""duration"": 22}}"
zsua_eWe9HM,How does the setting change from applying makeup in front of a mirror to engaging with an audience on social media?,"['Who Run This', 'Jingle Ladies']","{""With The Band"": {""start_time"": 100, ""end_time"": 109, ""duration"": 9}, ""After Shock"": {""start_time"": 109, ""end_time"": 126, ""duration"": 17}, ""Candy Paint"": {""start_time"": 126, ""end_time"": 136, ""duration"": 10}, ""Who Run This"": {""start_time"": 136, ""end_time"": 152, ""duration"": 16}, ""Can't Wait"": {""start_time"": 152, ""end_time"": 170, ""duration"": 18}, ""New Rules"": {""start_time"": 170, ""end_time"": 183, ""duration"": 13}, ""Jingle Ladies"": {""start_time"": 183, ""end_time"": 337, ""duration"": 154}}"
jv7JazvHkqc,"After harvesting, what steps ensure that only the best quality haricot beans make it into production?","['Beans are filtered to remove leaves or twigs', 'Haricot beans']","{""Haricot beans"": {""start_time"": 40.0, ""end_time"": 63.0, ""duration"": 23.0}, ""Farmer plants beans in May"": {""start_time"": 63.0, ""end_time"": 110.0, ""duration"": 47.0}, ""Ready for harvest after 90 days"": {""start_time"": 110.0, ""end_time"": 141.0, ""duration"": 31.0}, ""Beans are filtered to remove leaves or twigs"": {""start_time"": 141.0, ""end_time"": 152.0, ""duration"": 11.0}, ""1 tonne bags"": {""start_time"": 152.0, ""end_time"": 167, ""duration"": 15.0}}"
O4CAH6b7fqc,In what way do Starship and Super Heavy complement each other within SpaceX’s exploration goals?,"['Starship is more important', 'Superheavy is the cherry on-top']","{""intro"": {""start_time"": 0.0, ""end_time"": 34.0, ""duration"": 34.0}, ""SpaceX does not want BN1 to explode and destroy things"": {""start_time"": 34.0, ""end_time"": 59.0, ""duration"": 25.0}, ""Starship is more important"": {""start_time"": 59.0, ""end_time"": 66.0, ""duration"": 7.0}, ""Superheavy parody"": {""start_time"": 66.0, ""end_time"": 70.0, ""duration"": 4.0}, ""Superheavy is the cherry on-top"": {""start_time"": 70.0, ""end_time"": 95.0, ""duration"": 25.0}, ""LIKE & SUBSCRIBE FOR MORE CONTENT!"": {""start_time"": 95.0, ""end_time"": 101.0, ""duration"": 6.0}, ""BN1 \""deal with it\"" parody"": {""start_time"": 101.0, ""end_time"": 106.0, ""duration"": 5.0}, ""Outro, but for real this time"": {""start_time"": 106.0, ""end_time"": 116, ""duration"": 10.0}}"
gsEwEagaVpU,"After purchasing my chef's and paring knives, what is the correct way to hone them for optimal use?","['What kind of knife', 'How to hone a knife']","{""Intro"": {""start_time"": 0, ""end_time"": 37, ""duration"": 37}, ""What kind of knife"": {""start_time"": 37, ""end_time"": 231, ""duration"": 194}, ""Why/how keep it sharp"": {""start_time"": 231, ""end_time"": 339, ""duration"": 108}, ""How to hone a knife"": {""start_time"": 339, ""end_time"": 405, ""duration"": 66}, ""How to sharpen a knife"": {""start_time"": 405, ""end_time"": 441, ""duration"": 36}, ""How to hold a knife"": {""start_time"": 441, ""end_time"": 572, ""duration"": 131}}"
NaqcK7B88co,What makes Inter HECS's approach unique in ensuring students' diplomas are recognized globally?,"['Why Inter HECS', 'Recognition of the diploma']","{""Introduction"": {""start_time"": 0, ""end_time"": 14, ""duration"": 14}, ""Why I chose to study in Bulgaria"": {""start_time"": 14, ""end_time"": 37, ""duration"": 23}, ""My plan after graduation"": {""start_time"": 37, ""end_time"": 69, ""duration"": 32}, ""Why Inter HECS"": {""start_time"": 69, ""end_time"": 92, ""duration"": 23}, ""University admission & moving to Bulgaria"": {""start_time"": 92, ""end_time"": 126, ""duration"": 34}, ""Quality of education & international community"": {""start_time"": 126, ""end_time"": 148, ""duration"": 22}, ""Recognition of the diploma"": {""start_time"": 148, ""end_time"": 174, ""duration"": 26}}"
VclY6-bRvz4,"Why were online video games restricted for young people in South Korea and flip flops banned in Capri, Italy?","['8: Online Video Games - Banned by South Korea', '5: Flip Flops - Banned by Capri, Italy']","{""10: Furbies - Banned by: The NSA"": {""start_time"": 47, ""end_time"": 98, ""duration"": 51}, ""9: Game Consoles - Banned by: China"": {""start_time"": 98, ""end_time"": 145, ""duration"": 47}, ""8: Online Video Games - Banned by: South Korea"": {""start_time"": 145, ""end_time"": 198, ""duration"": 53}, ""7: Baby Walkers - Banned by: Canada"": {""start_time"": 198, ""end_time"": 239, ""duration"": 41}, ""6: Chewing Gum - Banned by: Singapore"": {""start_time"": 239, ""end_time"": 304, ""duration"": 65}, ""5: Flip Flops - Banned by: Capri, Italy"": {""start_time"": 304, ""end_time"": 349, ""duration"": 45}, ""4: Blue Jeans - Banned by: North Korea"": {""start_time"": 349, ""end_time"": 385, ""duration"": 36}, ""3, #2 & #1"": {""start_time"": 385, ""end_time"": 560, ""duration"": 175}}"
waQFtxjV5eg,In what ways do aerial views change our perspective on everyday activities such as city life or sports training?,"['Drone vs. helicopter', 'The self-impaler']","{""High-altitude encounter"": {""start_time"": 0, ""end_time"": 32, ""duration"": 32}, ""Fender-bender"": {""start_time"": 32, ""end_time"": 60, ""duration"": 28}, ""The traffic moralist"": {""start_time"": 60, ""end_time"": 168, ""duration"": 108}, ""Drone vs. helicopter"": {""start_time"": 168, ""end_time"": 201, ""duration"": 33}, ""Too close for comfort"": {""start_time"": 201, ""end_time"": 220, ""duration"": 19}, ""The self-impaler"": {""start_time"": 220, ""end_time"": 274, ""duration"": 54}, ""Danger in the dark"": {""start_time"": 274, ""end_time"": 383, ""duration"": 109}, ""Just a friendly shark"": {""start_time"": 383, ""end_time"": 436, ""duration"": 53}}"
pDCC4C0luv0,How can Qigong techniques aid in improving metabolism and weight loss through simple exercises like tapping the chest and belly?,"['What Qigong is', 'The chest and belly']","{""What Qigong is"": {""start_time"": 37, ""end_time"": 123, ""duration"": 86}, ""The head"": {""start_time"": 123, ""end_time"": 154, ""duration"": 31}, ""The ears"": {""start_time"": 154, ""end_time"": 183, ""duration"": 29}, ""The arms"": {""start_time"": 183, ""end_time"": 210, ""duration"": 27}, ""The hands"": {""start_time"": 210, ""end_time"": 230, ""duration"": 20}, ""The chest and belly"": {""start_time"": 230, ""end_time"": 255, ""duration"": 25}, ""The back and buttocks"": {""start_time"": 255, ""end_time"": 284, ""duration"": 29}, ""The legs"": {""start_time"": 284, ""end_time"": 306, ""duration"": 22}, ""The feet"": {""start_time"": 306, ""end_time"": 347, ""duration"": 41}, ""What the Chinese self-massage can help you out with"": {""start_time"": 347, ""end_time"": 400, ""duration"": 53}, ""Risks"": {""start_time"": 400, ""end_time"": 531, ""duration"": 131}}"
EGFLt5myBVU,Can Relationship Rewind provide tailored advice for different stages during a breakup process?,"['Ryan did a great job, explaining what stage of the breakup we were in, and give specific instructions based upon my exact scenario.', 'Inside you will learn about the four phases of a breakup and how to recover from each of them.']","{""<Untitled Chapter 1>"": {""start_time"": 0, ""end_time"": 1.0, ""duration"": 1.0}, ""Hi everyone this is Greg Minks from Oregon and today I am going to show you how I used Relationship Rewind to get my ex-girlfriend back, even though she told me it was over forever."": {""start_time"": 1.0, ""end_time"": 9.0, ""duration"": 8.0}, ""When I first started trying to figure out how to get my girl back, there was just to much information out there and I didn\u2019t even know where to start. Luckily I ran into an ad for Relationship rewind by Ryan Rivers."": {""start_time"": 9.0, ""end_time"": 20.0, ""duration"": 11.0}, ""Ryan did a great job, explaining what stage of the breakup we were in, and give specific instructions based upon my exact scenario."": {""start_time"": 20.0, ""end_time"": 29.0, ""duration"": 9.0}, ""The initial phase of any relationship is the Bliss Phase. This is where everything is great, she loves everything you do and you can tell she really is into you."": {""start_time"": 29.0, ""end_time"": 34.0, ""duration"": 5.0}, ""But most relationships don\u2019t last in Bliss and they evolve into what Ryan calls The Switch. During the Switch, the things that she used to like about you, she no longer does. Things that used to be cute or sweet are now turnoffs."": {""start_time"": 34.0, ""end_time"": 46.0, ""duration"": 12.0}, ""Now the next phase is Drift. This is where she actively shows disinterest in you, and you can feel her drifting away. Time to get serious, or your relationship will enter into the final stage: Death\u2019s Door."": {""start_time"": 46.0, ""end_time"": 55.0, ""duration"": 9.0}, ""During this stage, things are pretty much over and this is where most relationships end forever. But with relationship rewind you can recover from any of these stages and \u2018rewind your relationship\u2019 back to the Bliss Stage."": {""start_time"": 55.0, ""end_time"": 65.0, ""duration"": 10.0}, ""Inside you will learn about the four phases of a breakup and how to recover from each of them."": {""start_time"": 65.0, ""end_time"": 72.0, ""duration"": 7.0}, ""Listen. Relationship Rewind is not a magic trick. It's a simple plan you follow based on the current stage of your relationship."": {""start_time"": 72.0, ""end_time"": 77.0, ""duration"": 5.0}, ""If your like me, and would also like to figure out exactly what to do to get her back and keep her forever, I suggest you invest in Relationship Rewind and get started today."": {""start_time"": 77.0, ""end_time"": 123, ""duration"": 46.0}}"
VtDlBedJdr8,Can you compare the gaming setup and control schemes used for playing Cyberpunk 2077 to those in Assassin's Creed Valhalla?,"['Cyberpunk 2077', ""Assassin's Creed Valhalla""]","{""Doom Eternal"": {""start_time"": 0.0, ""end_time"": 30.0, ""duration"": 30.0}, ""Horizon Zero Dawn"": {""start_time"": 30.0, ""end_time"": 61.0, ""duration"": 31.0}, ""Cyberpunk 2077"": {""start_time"": 61.0, ""end_time"": 92.0, ""duration"": 31.0}, ""Assassin's Creed Valhalla"": {""start_time"": 92.0, ""end_time"": 122.0, ""duration"": 30.0}, ""Call of Duty Modern Warfare"": {""start_time"": 122.0, ""end_time"": 153.0, ""duration"": 31.0}, ""Battlefield V"": {""start_time"": 153.0, ""end_time"": 184.0, ""duration"": 31.0}, ""Fortnite Battle Royale"": {""start_time"": 184.0, ""end_time"": 215.0, ""duration"": 31.0}, ""Red Dead Redemption 2"": {""start_time"": 215.0, ""end_time"": 261, ""duration"": 46.0}}"
MbWTDIuDLnU,"In case my smartphone cannot be resold or refurbished by ecoATM, are there any alternative options provided for recycling it?","['Place our tracker on your device', ""What if we can't buy your device?""]","{""Introduction to ecoATM"": {""start_time"": 0.0, ""end_time"": 12.0, ""duration"": 12.0}, ""Bring your phone and ID to a kiosk to begin"": {""start_time"": 12.0, ""end_time"": 23.0, ""duration"": 11.0}, ""Place our tracker on your device"": {""start_time"": 23.0, ""end_time"": 37.0, ""duration"": 14.0}, ""Allow the kiosk to analyze your device"": {""start_time"": 37.0, ""end_time"": 64.0, ""duration"": 27.0}, ""Provide a signature for your offer"": {""start_time"": 64.0, ""end_time"": 78.0, ""duration"": 14.0}, ""What if we can't buy your device?"": {""start_time"": 78.0, ""end_time"": 98.0, ""duration"": 20.0}, ""Congratulations on your sale"": {""start_time"": 98.0, ""end_time"": 113, ""duration"": 15.0}}"
o0gEGlUCl80,How is the new ProStar reveal connected to celebrating 50 years of MasterCraft history?,"['ProStar Reveal', 'What does this boat represent']","{""Intro"": {""start_time"": 0, ""end_time"": 20, ""duration"": 20}, ""Brief History"": {""start_time"": 20, ""end_time"": 40, ""duration"": 20}, ""Significance of Stars & Stripes"": {""start_time"": 40, ""end_time"": 75, ""duration"": 35}, ""Partnership with St. Jude Children's Research Hospital"": {""start_time"": 75, ""end_time"": 125, ""duration"": 50}, ""ProStar Reveal"": {""start_time"": 125, ""end_time"": 165, ""duration"": 40}, ""What does this boat represent"": {""start_time"": 165, ""end_time"": 200, ""duration"": 35}, ""Bidding Information"": {""start_time"": 200, ""end_time"": 209, ""duration"": 9}}"
S15uLJuZyFg,Can you contrast the versatility of configurations in Nolan's N44 helmet with the features offered by HJC's RPHA-Max?,"['HJC RPHA-Max Helmet', 'Nolan N44 Helmet']","{""HJC CL-Max 2 Helmet"": {""start_time"": 10, ""end_time"": 153, ""duration"": 143}, ""HJC RPHA-Max Helmet"": {""start_time"": 153, ""end_time"": 259, ""duration"": 106}, ""Shoei Neotec Modular Helmet"": {""start_time"": 259, ""end_time"": 372, ""duration"": 113}, ""Nolan N44 Helmet"": {""start_time"": 372, ""end_time"": 517, ""duration"": 145}}"
wI4JMy20swY,What should I consider when choosing where to install my shave shelf and how long does it take for it to be securely attached?,"['select the desired location for the placement of the shave shelf', 'hold the shelf into place while the adhesive cures']","{""installing the shave shelf"": {""start_time"": 28.0, ""end_time"": 40.0, ""duration"": 12.0}, ""select the desired location for the placement of the shave shelf"": {""start_time"": 40.0, ""end_time"": 70.0, ""duration"": 30.0}, ""using several beads of adhesive"": {""start_time"": 70.0, ""end_time"": 89.0, ""duration"": 19.0}, ""help prevent any water from running behind the shave shelf"": {""start_time"": 89.0, ""end_time"": 101.0, ""duration"": 12.0}, ""hold the shelf into place while the adhesive cures"": {""start_time"": 101.0, ""end_time"": 124.0, ""duration"": 23.0}, ""seal all joints along the outside of the shave shelf"": {""start_time"": 124.0, ""end_time"": 153, ""duration"": 29.0}}"
ESzxIzRgGW8,"Considering most buyers begin searching online, how can I leverage local landmarks and cityscapes like those shown at the beginning of this video when listing my property?","['Where 99% of homebuyers start their home search', '<Untitled Chapter 1>']","{""<Untitled Chapter 1>"": {""start_time"": 0, ""end_time"": 9.0, ""duration"": 9.0}, ""The average number of days a home takes to sell in Bryan-College Station"": {""start_time"": 9.0, ""end_time"": 17.0, ""duration"": 8.0}, ""How important it is that your real estate agent film a video tour of your home"": {""start_time"": 17.0, ""end_time"": 37.0, ""duration"": 20.0}, ""Where 99% of homebuyers start their home search"": {""start_time"": 37.0, ""end_time"": 52.0, ""duration"": 15.0}, ""How to find out if your home may sell in less than 30 days"": {""start_time"": 52.0, ""end_time"": 60, ""duration"": 8.0}}"
YKpOUUNSVLg,How do I ensure a safe temperature for the ultrasound gel and what should I do if I struggle to find my baby’s heartbeat?,"['use the at-home doppler', ""try to find your baby's heartbeat""]","{""use the at-home doppler"": {""start_time"": 86.0, ""end_time"": 111.0, ""duration"": 25.0}, ""use your fetal doppler"": {""start_time"": 111.0, ""end_time"": 119.0, ""duration"": 8.0}, ""use the fetal doppler"": {""start_time"": 119.0, ""end_time"": 129.0, ""duration"": 10.0}, ""try to find your baby's heartbeat"": {""start_time"": 129.0, ""end_time"": 171.0, ""duration"": 42.0}, ""turn on your fetal doppler"": {""start_time"": 171.0, ""end_time"": 192.0, ""duration"": 21.0}, ""move in a slow manner"": {""start_time"": 192.0, ""end_time"": 283, ""duration"": 91.0}}"
EPMe3xKJvpg,How does the habitat in Brazil affect the behavior and distribution of T. costae tarantulas?,"['Introduction to Typhochlaena', 'Habitat of T. costae']","{""Intro"": {""start_time"": 0, ""end_time"": 25, ""duration"": 25}, ""Introduction to Typhochlaena"": {""start_time"": 25, ""end_time"": 83, ""duration"": 58}, ""T. costae Overview"": {""start_time"": 83, ""end_time"": 140, ""duration"": 57}, ""Habitat of T. costae"": {""start_time"": 140, ""end_time"": 180, ""duration"": 40}, ""Reference to US tarantulas"": {""start_time"": 180, ""end_time"": 220, ""duration"": 40}, ""Field research study of T. costae"": {""start_time"": 220, ""end_time"": 330, ""duration"": 110}, ""Politics & sanctions on Typhochlaena"": {""start_time"": 330, ""end_time"": 471, ""duration"": 141}, ""Most colorful tarantula & Recommendations"": {""start_time"": 471, ""end_time"": 570, ""duration"": 99}}"
